word	gold	predict
of	_	_
the	_	_
Batawi	_	_
clan	_	_
of	_	_
the	_	_
Dulaim	_	_
demonstrated	_	_
in	_	_
Baghdad	_	_
on	_	_
Friday	_	_
,	_	_
protesting	_	_
the	_	_
killing	_	_
of	_	_
their	_	_
clan	_	_
elder	_	_
,	_	_
Shaikh	_	_
Kadhim	_	_
Sarhid	_	_
and	_	_
4	_	_
of	_	_
his	_	_
sons	_	_
,	_	_
by	_	_
gunmen	ARG0	_
wearing	_	_
Iraqi	_	_
army	_	_
uniforms	ARG1	_
.	_	_
(	_	_
This	ARG1	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	ARG2	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	ARG0	_
have	_	_
accused	_	_
Shiite	_	_
elements	ARG1	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	ARG2	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	ARG1	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	ARG2	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	ARG1	_
is	_	_
more	_	_
likely	ARGM-ADV	_
the	_	_
work	ARG2	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	ARG0	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	ARG0	_
punishing	_	_
the	_	_
Batawi	ARG1	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	_	_
15	_	_
elections	ARG2	_
.	_	_
)	_	_
(	_	_
This	_	_
is	_	_
a	_	_
largely	_	_
Sunni	_	_
Arab	_	_
clan	_	_
,	_	_
and	_	_
some	_	_
Sunni	_	_
observers	_	_
have	_	_
accused	_	_
Shiite	_	_
elements	_	_
in	_	_
the	_	_
government	_	_
of	_	_
being	_	_
behind	_	_
the	_	_
assassination	_	_
;	_	_
it	_	_
is	_	_
more	_	_
likely	_	_
the	_	_
work	_	_
of	_	_
Sunni	_	_
Arab	_	_
guerrillas	_	_
punishing	_	_
the	_	_
Batawi	_	_
leaders	_	_
for	_	_
cooperating	_	_
with	_	_
the	_	_
Dec.	ARGM-TMP	_
15	_	_
elections	_	_
.	_	_
)	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	ARG0	_
on	_	_
Friday	ARGM-TMP	_
denied	_	_
a	_	_
request	ARG1	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	ARG0	_
to	_	_
exclude	ARG1	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	ARG1	_
from	_	_
running	ARG2	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	ARG1	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	ARGM-CAU	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	ARGM-TMP	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	ARGM-ADV	_
involved	ARG2	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	ARG2	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	ARGM-EXT	_
involved	_	_
in	_	_
Baath	_	_
activities	ARG2	_
to	_	_
warrant	ARGM-PRP	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	ARG1	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	_	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	_	_
.	_	_
Al	_	_
-	_	_
Zaman	_	_
:	_	_
The	_	_
Iraqi	_	_
High	_	_
Electoral	_	_
Commission	_	_
on	_	_
Friday	_	_
denied	_	_
a	_	_
request	_	_
of	_	_
the	_	_
Debaathification	_	_
Commission	_	_
to	_	_
exclude	_	_
51	_	_
individuals	_	_
from	_	_
running	_	_
on	_	_
party	_	_
lists	_	_
in	_	_
the	_	_
Dec.	_	_
15	_	_
elections	_	_
on	_	_
grounds	_	_
of	_	_
having	_	_
been	_	_
sufficiently	_	_
involved	_	_
in	_	_
Baath	_	_
activities	_	_
to	_	_
warrant	_	_
their	ARG1	_
being	_	_
excluded	_	_
from	_	_
civil	_	_
office	ARG2	_
.	_	_
The	_	_
Commission	ARG0	_
said	_	_
it	_	_
had	ARG1	_
no	_	_
legal	_	_
grounds	_	_
for	_	_
such	_	_
an	_	_
exclusion	_	_
.	_	_
The	_	_
Commission	_	_
said	_	_
it	ARG0	_
had	_	_
no	_	_
legal	_	_
grounds	ARG1	_
for	_	_
such	_	_
an	_	_
exclusion	_	_
.	_	_
The	_	_
Commission	_	_
said	_	_
it	_	_
had	_	_
no	_	_
legal	_	_
grounds	_	_
for	_	_
such	_	_
an	_	_
exclusion	_	_
.	_	_
This	_	_
item	ARG1	_
is	_	_
a	_	_
small	_	_
one	ARG2	_
and	_	_
easily	_	_
missed	_	_
.	_	_
This	_	_
item	ARG1	_
is	_	_
a	_	_
small	_	_
one	_	_
and	_	_
easily	ARGM-MNR	_
missed	_	_
.	_	_
But	_	_
in	_	_
my	ARG0	_
view	_	_
it	_	_
is	_	_
highly	_	_
significant	_	_
.	_	_
But	ARGM-DIS	_
in	_	_
my	_	_
view	ARGM-ADV	_
it	ARG1	_
is	_	_
highly	_	_
significant	ARG2	_
.	_	_
But	ARGM-DIS	_
in	_	_
my	_	_
view	ARGM-ADV	_
it	ARG1	_
is	_	_
highly	ARGM-EXT	_
significant	_	_
.	_	_
The	_	_
Debaathification	_	_
Commission	_	_
had	_	_
been	_	_
pushed	_	_
by	_	_
Ahmad	_	_
Chalabi	_	_
and	_	_
his	_	_
Iraqi	_	_
National	_	_
Congress	_	_
very	_	_
hard	_	_
,	_	_
and	_	_
had	_	_
pushed	_	_
many	_	_
Sunni	_	_
Arabs	_	_
into	_	_
the	_	_
arms	_	_
of	_	_
the	_	_
guerrillas	_	_
.	_	_
The	_	_
Debaathification	_	_
Commission	_	_
had	_	_
been	_	_
pushed	_	_
by	_	_
Ahmad	_	_
Chalabi	_	_
and	_	_
his	_	_
Iraqi	_	_
National	_	_
Congress	_	_
very	_	_
hard	_	_
,	_	_
and	_	_
had	_	_
pushed	_	_
many	_	_
Sunni	_	_
Arabs	_	_
into	_	_
the	_	_
arms	_	_
of	_	_
the	_	_
guerrillas	_	_
.	_	_
The	_	_
Debaathification	_	_
Commission	ARG1	_
had	_	_
been	_	_
pushed	_	_
by	_	_
Ahmad	ARG0	_
Chalabi	_	_
and	_	_
his	_	_
Iraqi	_	_
National	_	_
Congress	_	_
very	_	_
hard	ARGM-MNR	_
,	_	_
and	_	_
had	_	_
pushed	_	_
many	_	_
Sunni	_	_
Arabs	_	_
into	_	_
the	_	_
arms	_	_
of	_	_
the	_	_
guerrillas	_	_
.	_	_
The	_	_
Debaathification	_	_
Commission	_	_
had	_	_
been	_	_
pushed	_	_
by	_	_
Ahmad	_	_
Chalabi	_	_
and	_	_
his	_	_
Iraqi	_	_
National	_	_
Congress	_	_
very	_	_
hard	_	_
,	_	_
and	_	_
had	_	_
pushed	_	_
many	_	_
Sunni	_	_
Arabs	_	_
into	_	_
the	_	_
arms	_	_
of	_	_
the	_	_
guerrillas	_	_
.	_	_
The	_	_
Debaathification	_	_
Commission	ARG0	_
had	_	_
been	_	_
pushed	_	_
by	_	_
Ahmad	_	_
Chalabi	_	_
and	_	_
his	_	_
Iraqi	_	_
National	_	_
Congress	_	_
very	_	_
hard	_	_
,	_	_
and	_	_
had	_	_
pushed	_	_
many	_	_
Sunni	_	_
Arabs	ARG1	ARGM-DIS
into	_	_
the	_	_
arms	ARG2	_
of	_	_
the	_	_
guerrillas	_	_
.	_	_
Chalabi	_	_
has	_	_
been	_	_
increasingly	_	_
marginalized	_	_
within	_	_
Iraq	_	_
,	_	_
however	_	_
,	_	_
despite	_	_
his	_	_
ties	_	_
of	_	_
clientelage	_	_
with	_	_
Washington	_	_
and	_	_
Tehran	_	_
.	_	_
Chalabi	_	_
has	_	_
been	_	_
increasingly	_	_
marginalized	_	_
within	_	_
Iraq	_	_
,	_	_
however	_	_
,	_	_
despite	_	_
his	_	_
ties	_	ARG0
of	_	_
clientelage	_	_
with	_	_
Washington	_	_
and	_	_
Tehran	_	_
.	_	_
Chalabi	ARG1	_
has	_	_
been	_	_
increasingly	ARGM-MNR	_
marginalized	_	_
within	_	ARG0
Iraq	ARGM-LOC	_
,	_	_
however	ARGM-DIS	_
,	_	_
despite	_	_
his	_	_
ties	ARGM-ADV	_
of	_	_
clientelage	_	_
with	_	_
Washington	_	_
and	_	ARGM-DIS
Tehran	_	_
.	_	_
He	ARG1	_
is	_	_
no	_	_
longer	ARGM-TMP	_
in	_	_
the	_	_
dominant	_	_
Shiite	_	_
list	ARG2	_
,	_	_
the	_	_
United	_	_
Iraqi	_	_
Alliance	_	_
,	_	_
and	_	_
wo	_	_
n't	_	_
have	_	_
many	_	_
seats	_	_
in	_	_
the	_	_
new	_	_
parliament	_	_
.	_	_
He	ARG0	_
is	_	_
no	_	_
longer	_	_
in	_	_
the	_	_
dominant	_	_
Shiite	_	_
list	_	_
,	_	_
the	_	_
United	_	_
Iraqi	_	_
Alliance	_	_
,	_	_
and	_	_
wo	ARGM-MOD	_
n't	ARGM-NEG	_
have	_	_
many	_	_
seats	ARG1	_
in	_	_
the	_	_
new	_	_
parliament	_	_
.	_	_
Some	_	_
2,000	_	_
junior	_	_
officers	_	_
of	_	_
the	_	_
old	_	_
Baath	_	_
army	_	_
have	_	_
been	_	_
recalled	_	_
to	_	_
duty	_	_
in	_	_
recent	_	_
months	_	_
,	_	_
something	_	_
Chalabi	_	_
would	_	_
have	_	_
blocked	_	_
if	_	_
he	_	_
could	_	_
have	_	_
.	_	_
Some	_	_
2,000	_	_
junior	_	_
officers	_	_
of	_	_
the	_	_
old	_	_
Baath	_	_
army	_	_
have	_	_
been	_	_
recalled	_	_
to	_	_
duty	_	_
in	_	_
recent	_	_
months	_	_
,	_	_
something	_	_
Chalabi	_	_
would	_	_
have	_	_
blocked	_	_
if	_	_
he	_	_
could	_	_
have	_	_
.	_	_
Some	_	_
2,000	_	_
junior	_	_
officers	ARG1	_
of	_	_
the	_	_
old	_	_
Baath	_	_
army	_	_
have	_	_
been	_	_
recalled	_	_
to	_	_
duty	ARGM-GOL	_
in	_	_
recent	_	_
months	ARGM-TMP	_
,	_	_
something	ARGM-ADV	_
Chalabi	_	_
would	_	_
have	_	_
blocked	_	_
if	_	_
he	_	_
could	_	_
have	_	_
.	_	_
Some	_	_
2,000	_	_
junior	_	_
officers	_	_
of	_	_
the	_	_
old	_	_
Baath	_	_
army	_	_
have	_	_
been	_	_
recalled	_	_
to	_	_
duty	_	_
in	_	_
recent	_	_
months	_	_
,	_	_
something	_	_
Chalabi	_	_
would	_	_
have	_	_
blocked	_	_
if	_	_
he	_	_
could	_	_
have	_	_
.	_	_
Some	_	_
2,000	_	_
junior	_	_
officers	_	_
of	_	_
the	_	_
old	_	_
Baath	_	_
army	_	_
have	_	_
been	_	_
recalled	_	_
to	_	_
duty	_	_
in	_	_
recent	_	_
months	_	_
,	_	_
something	ARG1	_
Chalabi	ARG0	_
would	ARGM-MOD	_
have	_	_
blocked	_	_
if	_	_
he	_	_
could	_	_
have	ARGM-ADV	_
.	_	_
Some	_	_
2,000	_	_
junior	_	_
officers	_	_
of	_	_
the	_	_
old	_	_
Baath	_	_
army	_	_
have	_	_
been	_	_
recalled	_	_
to	_	_
duty	_	_
in	_	_
recent	_	_
months	_	_
,	_	_
something	_	_
Chalabi	_	_
would	_	_
have	_	_
blocked	_	_
if	_	_
he	_	_
could	_	_
have	_	_
.	_	_
Now	_	_
the	_	_
Electoral	_	_
Commission	_	_
is	_	_
refusing	_	_
to	_	_
punish	_	_
people	_	_
for	_	_
mere	_	_
past	_	_
Baath	_	_
Party	_	_
membership	_	_
.	_	_
Now	ARGM-TMP	_
the	_	_
Electoral	_	_
Commission	ARG0	_
is	_	_
refusing	_	_
to	_	_
punish	ARG1	_
people	_	_
for	_	_
mere	_	_
past	_	_
Baath	_	_
Party	_	_
membership	_	_
.	_	_
Now	_	_
the	_	_
Electoral	_	_
Commission	ARG0	_
is	_	_
refusing	_	_
to	_	_
punish	_	_
people	ARG1	_
for	_	_
mere	_	_
past	_	_
Baath	_	_
Party	_	_
membership	ARG2	_
.	_	_
The	_	_
situation	_	_
in	_	_
Iraq	_	_
is	_	_
only	_	_
going	_	_
to	_	_
get	_	_
better	_	_
this	_	_
way	_	_
.	_	_
The	_	_
situation	_	_
in	_	_
Iraq	_	_
is	_	_
only	_	_
going	_	_
to	_	_
get	_	_
better	_	_
this	_	_
way	_	_
.	_	_
The	_	_
situation	ARG1	_
in	_	_
Iraq	_	_
is	_	_
only	_	_
going	_	_
to	_	_
get	_	_
better	ARG2	_
this	_	_
way	ARGM-MNR	_
.	_	_
The	_	_
situation	ARG1	_
in	_	_
Iraq	_	_
is	_	_
only	_	_
going	_	_
to	_	_
get	_	_
better	_	_
this	_	_
way	ARGM-MNR	_
.	_	_
The	_	_
situation	_	_
in	_	_
Iraq	_	_
is	_	_
only	_	_
going	_	_
to	_	_
get	_	_
better	_	_
this	_	_
way	_	_
.	_	_
If	_	_
someone	ARG0	_
committed	_	_
a	_	_
crime	ARG1	_
against	_	_
humanity	_	_
,	_	_
prosecute	_	_
the	_	_
person	_	_
.	_	_
If	_	_
someone	_	_
committed	ARGM-ADV	_
a	_	_
crime	_	_
against	_	_
humanity	_	_
,	_	_
prosecute	_	_
the	_	_
person	ARG1	_
.	_	_
If	_	_
he	_	_
or	_	_
she	_	_
did	_	_
not	_	_
,	_	_
then	_	_
they	_	_
should	_	_
have	_	_
all	_	_
the	_	_
same	_	_
rights	_	_
as	_	_
other	_	_
Iraqis	_	_
.	_	_
If	_	_
he	_	_
or	_	_
she	_	_
did	ARGM-ADV	_
not	_	_
,	_	_
then	ARGM-ADV	_
they	ARG0	_
should	ARGM-MOD	_
have	_	_
all	_	_
the	_	_
same	_	_
rights	ARG1	_
as	_	_
other	_	_
Iraqis	_	_
.	_	_
If	_	_
he	_	_
or	_	_
she	_	_
did	_	_
not	_	_
,	_	_
then	_	_
they	_	_
should	_	_
have	_	_
all	_	_
the	_	_
same	ARGM-ADJ	_
rights	_	_
as	_	_
other	_	_
Iraqis	ARG1	_
.	_	_
Al	ARG0	_
-	_	_
Sharq	_	_
al	_	_
-	_	_
Awsat	_	_
reports	_	_
that	_	_
a	_	_
key	_	_
eyewitness	_	_
in	_	_
the	_	_
trial	_	_
of	_	_
Saddam	_	_
Hussein	_	_
for	_	_
a	_	_
1982	_	_
massacre	_	_
at	_	_
Dujail	_	_
has	_	_
died	ARG1	_
.	_	_
Al	_	_
-	_	_
Sharq	_	_
al	_	_
-	_	_
Awsat	_	_
reports	_	_
that	_	_
a	_	_
key	_	_
eyewitness	_	_
in	_	_
the	_	_
trial	_	_
of	_	_
Saddam	ARG1	_
Hussein	_	_
for	_	_
a	_	_
1982	_	_
massacre	ARG3	_
at	_	_
Dujail	_	_
has	_	_
died	_	_
.	_	_
Al	_	_
-	_	_
Sharq	_	_
al	_	_
-	_	_
Awsat	_	_
reports	_	_
that	_	_
a	_	_
key	_	_
eyewitness	_	_
in	_	_
the	_	_
trial	_	_
of	_	_
Saddam	_	_
Hussein	_	_
for	_	_
a	_	_
1982	_	_
massacre	_	_
at	_	_
Dujail	_	_
has	_	_
died	_	_
.	_	_
Al	_	_
-	_	_
Sharq	_	_
al	_	_
-	_	_
Awsat	_	_
reports	_	_
that	_	_
a	_	_
key	_	_
eyewitness	ARG1	_
in	_	_
the	_	_
trial	_	_
of	_	_
Saddam	_	_
Hussein	_	_
for	_	_
a	_	_
1982	_	_
massacre	_	_
at	_	_
Dujail	_	_
has	_	_
died	_	_
.	_	_
A	_	_
team	ARG0	_
from	_	_
the	_	_
court	_	_
managed	_	_
to	_	_
take	ARG1	_
his	_	_
deposition	_	_
before	_	_
he	_	_
died	_	_
.	_	_
A	_	_
team	_	_
from	_	_
the	_	_
court	_	_
managed	_	_
to	_	_
take	_	_
his	_	_
deposition	ARGM-PRR	_
before	_	_
he	_	_
died	_	_
.	_	_
A	_	_
team	ARG0	_
from	_	_
the	_	_
court	_	_
managed	_	_
to	_	_
take	ARGM-LVB	_
his	ARG1	_
deposition	_	_
before	_	_
he	_	_
died	ARGM-TMP	_
.	_	_
A	_	_
team	_	_
from	_	_
the	_	_
court	_	_
managed	_	_
to	_	_
take	_	_
his	_	_
deposition	_	_
before	_	_
he	ARG1	_
died	_	_
.	_	_
The	_	_
trial	_	_
begins	_	_
again	_	_
Nov.	_	_
28	_	_
.	_	_
The	_	_
trial	ARG1	_
begins	_	_
again	ARGM-TMP	_
Nov.	ARGM-TMP	_
28	_	_
.	_	_
In	_	_
